,mean,std,missing_pct
nclimgrid_band4,24.763332925478668,0.12873908435343653,0.11452489090747173
occupied_units,2015.6243654822335,1418.4219818370327,0.0
over_65,45.25451954759996,62.17528013482622,0.0
parking_area_ratio_1000m,0.010687838193516788,0.008819397171010851,0.0
parking_area_ratio_100m,0.008724712486384362,0.02924801687277528,0.0
parking_area_ratio_200m,0.01008822940237243,0.022026861858976624,0.0
parking_area_ratio_500m,0.010945188679846824,0.01476885839193818,0.0
parks_kde,1.001258259862855e-08,5.09023877704423e-09,0.0
parks_ratio_1000m,0.13531853310766767,0.11249448600253484,0.0
parks_ratio_100m,0.10947538001994835,0.2423687172076039,0.0
parks_ratio_250m,0.12263887460499587,0.21720330772753624,0.0
parks_ratio_500m,0.129432205563808,0.17037533038009814,0.0
parks_weighted_score,392.12901781381794,1504.9115207037134,0.0
ped_cycle_count_1000m,1043.813874788494,536.2243207618902,0.0
ped_cycle_count_100m,10.247395137590168,9.902178909693532,0.0
ped_cycle_count_200m,42.194674503517675,32.617926744834925,0.0
ped_cycle_count_500m,273.36904443850744,166.7826392650877,0.0
pm2.5_avg_JJA,9.254227831277317,1.1847134756835744,0.0
pm2.5_max_JJA,47.1044260397186,15.766111889540449,0.0
pm2.5_median_JJA,7.473238934900704,1.2762787512960514,0.0
pm2.5_min_JJA,0.14198949149523551,1.4766425088449153,0.0
pm2.5_p25_JJA,5.111692937928577,1.2201723929915327,0.0
pm2.5_p75_JJA,10.919514204292458,1.3446101891733215,0.0
pm2.5_std_JJA,7.020567456129842,1.034725712930455,0.0
pm2.5_val_21Jul2021,24.06656870602903,2.2005142768617056,0.0
population_density,2415.0979358081504,1764.6641377779686,0.0
poverty_count,1119.8181494345,965.5949591332017,0.0
power_density,43.465491995369135,26.201872230857038,0.0
relative_humidity,46.81438171730609,1.8399943809941661,0.0
road_major_ratio_1000m,0.14224896639932316,0.08171413082535303,0.0
road_major_ratio_100m,0.12110862170095288,0.19201398342193132,0.0
road_major_ratio_200m,0.13414797156042388,0.14157166423441392,0.0
road_major_ratio_500m,0.13995771680078367,0.09840797665386519,0.0
road_minor_ratio_1000m,0.7898307913145428,0.11346583215582408,0.0
road_minor_ratio_100m,0.7875898928911745,0.2940801448167747,0.0
road_minor_ratio_200m,0.7792455996403063,0.24242428344745995,0.0
road_minor_ratio_500m,0.7911518007806573,0.156752528411204,0.0
roads_kde,1.035614658473595e-08,3.038780273506502e-09,0.0
roads_ratio_1000m,9.797525334134473,2.5754487200150633,0.0
roads_ratio_100m,1.2733041431292191,0.546801434414891,0.0
roads_ratio_250m,2.8065728882568353,0.9964955199590274,0.0
roads_ratio_500m,5.326394362668448,1.5755022863510315,0.0
roads_weighted_score,13.899251619949329,12.957986552319474,0.0
s2_value,1577.434232790097,1510.1003901528986,0.0
solar_flux,442.9322496041321,2.3094579769275287,0.0
sum_net_emissions_mtco2e_1000m,211001.2405646095,253333.52509984083,0.0
sum_net_emissions_mtco2e_500m,53667.39828123608,52368.49592375192,0.0
sum_weather_normalized_site_electricity_(kwh)_1000m,287255794.6492119,269669134.6646307,0.0
sum_weather_normalized_site_electricity_(kwh)_500m,77042660.2665776,85779128.90338491,0.0
sum_weather_normalized_site_energy_use_(kbtu)_1000m,3074986722.9566035,3703352162.7013683,0.0
sum_weather_normalized_site_energy_use_(kbtu)_500m,777482188.3600498,723145378.9129297,0.0
sum_weather_normalized_site_natural_gas_use_(therms)_1000m,15979624.89861074,9427787.345070913,0.0
sum_weather_normalized_site_natural_gas_use_(therms)_500m,4250596.923697569,3846999.9223937946,0.0
svf_100m,0.8207385762012646,0.11410974394654826,0.0
total_population,4881.48348027429,3047.4084728867106,0.0
tower_count_1000m,51.90649211862143,84.94844505001797,0.0
tower_count_100m,0.5720010686615015,1.3474248465630683,0.0
tower_count_200m,2.3238934900703536,4.3314020551666035,0.0
tower_count_500m,13.947368421052632,24.36521106818016,0.0
transit_count_1000m,70.70104194496393,26.99589519690195,0.0
transit_count_100m,1.0504942559444297,1.3154276856443206,0.0
transit_count_200m,3.232522931694719,2.682456340491862,0.0
transit_count_500m,19.1737465491139,9.679555931730901,0.0
tree_avg_diam_1000m,8.526795717338143,0.9616226900349893,0.0
tree_avg_diam_100m,8.468590723252133,2.698529109777314,0.06492118621426664
tree_avg_diam_200m,8.54538259688795,2.1123425004129817,0.04461661768634785
tree_avg_diam_300m,8.587464838838187,2.009278371612628,0.0224418915308576
tree_avg_diam_500m,8.504001908316324,1.473795176685443,0.0002671653753673524
tree_avg_diam_50m,8.647127467924587,3.5761764990509617,0.11158607177843084
tree_avg_diam_750m,8.506733358300115,1.105796788847007,0.0
tree_count_1000m,2623.96731676908,775.9326624811818,0.0
tree_count_100m,31.615370914596134,18.19678235419576,0.0
tree_count_200m,120.33894380621605,61.49568787894954,0.0
tree_count_300m,263.0102413393891,124.58179340272422,0.0
tree_count_500m,706.2155134027963,282.71611033551994,0.0
tree_count_50m,9.247038917089679,6.259703646647684,0.0
tree_count_750m,1525.62169382848,523.8773227761883,0.0
under_18,146.84281770415888,127.65144807519172,0.0
unemployed,229.41499688307061,204.97098122714345,0.0
vehicle_ownership,2015.6243654822335,1418.4219818370327,0.0
water_kde,6.103716537536736e-09,7.210061077287732e-09,0.0
water_ratio_1000m,0.08371052341502361,0.10500620354060221,0.0
water_ratio_100m,0.003768681103927331,0.024097543959631842,0.0
water_ratio_200m,0.011642992960306351,0.04573560110157711,0.0
water_ratio_500m,0.042779131542271795,0.08304922565212959,0.0
weighted_water_score,557.7229322140723,1517.8936211704963,0.0
white_alone,1743.164395760976,2195.3548396091783,0.0
wind_direction,156.25245075161632,17.718464449675437,0.0
wind_speed,3.0198183740404305,0.4516971301908702,0.0
